food_id,kfct_code,food_name,category,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,iron_mg,calcium_mg,vitamin_a_rae_ug,folate_ug,zinc_mg,vitamin_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_b6_mg,vitamin_b12_ug,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,water_g,ash_g,ash_g.1
242,4074,kale sukuma wiki steamed without salt,vegetables,25.0,2.6,0.3,1.1,4.1,2.0,33,13,38,0.37,64.0,0.08,0.1,0.7,0.0,0.0,32.0,55,176,53.0,90.6,1.4,
243,4075,leeks bulb and stem boiled drained without salt,vegetables,66.0,2.0,0.5,11.4,3.7,1.6,90,22,7,0.27,10.0,0.12,0.07,0.3,0.0,0.0,10.0,58,110,11.0,81.4,1.0,
244,4076,mushroom fresh boiled drained without salt,vegetables,48.0,3.2,0.5,6.1,3.1,0.3,21,0,16,0.17,0.0,0.09,0.36,0.6,0.0,0.0,12.0,129,218,88.0,85.9,1.2,
245,4077,mushroom fresh stewed without salt,vegetables,43.0,2.8,0.5,5.5,2.8,0.4,20,0,20,0.21,0.0,0.11,0.47,0.8,0.0,0.0,19.0,130,393,100.0,87.3,1.1,
246,4078,mushroom dried boiled drained without salt,vegetables,162.0,7.0,1.6,18.5,22.4,2.3,14,0,47,3.7,0.0,0.09,0.06,1.4,0.0,0.0,36.0,361,933,33.0,49.6,0.8,
247,4079,okra fresh boiled drained without salt,vegetables,29.0,1.8,0.2,4.1,3.4,0.5,70,8,40,0.41,12.0,0.05,0.04,0.6,0.0,0.0,31.0,52,138,5.0,90.5,0.6,
248,4080,okra fresh stewed without salt,vegetables,35.0,2.2,0.2,6.1,4.0,0.7,84,9,57,0.59,17.0,0.08,0.06,0.9,0.0,0.0,56.0,65,280,7.0,88.7,1.8,
249,4081,pumpkin flesh yellow without seeds boiled drained without salt,vegetables,35.0,1.3,0.2,5.6,2.6,0.2,18,12,5,0.17,6.0,0.05,0.04,0.5,0.0,0.0,9.0,31,97,11.0,89.5,0.8,
250,4082,pumpkin flesh yellow without seeds stewed without salt,vegetables,28.0,1.1,0.2,4.6,2.1,0.2,15,10,7,0.19,6.0,0.06,0.05,0.7,0.0,0.0,11.0,27,157,12.0,91.4,0.7,
251,4083,pumpkin leaves boiled drained without salt,vegetables,35.0,4.0,0.7,2.1,2.1,4.0,34,12,17,0.64,5.0,0.04,0.07,0.9,0.0,0.0,110.0,220,190,6.0,87.9,3.1,
252,4084,pumpkin leaves steamed without salt,vegetables,32.0,3.7,0.6,1.9,2.0,3.9,31,11,19,0.7,6.0,0.05,0.09,1.0,0.0,0.0,98.0,198,313,39.0,89.0,2.8,
253,4085,spider plant leaves boiled drained without salt,vegetables,41.0,4.6,0.7,2.0,4.1,1.9,17,18,16,0.54,24.0,0.06,0.07,0.8,0.0,0.0,42.0,228,130,5.0,85.7,2.9,
254,4086,spider plant leaves steamed without salt,vegetables,38.0,4.2,0.7,1.9,3.8,3.1,17,17,18,0.7,31.0,0.07,0.09,0.9,0.0,0.0,39.0,202,139,9.0,86.9,2.6,
255,4087,spinach leaves boiled drained without salt,vegetables,28.0,2.9,0.4,1.2,4.3,1.8,17,17,15,0.58,15.0,0.02,0.12,0.3,0.0,0.0,10.0,120,210,11.0,89.3,1.9,
256,4088,spinach leaves stewed without salt,vegetables,33.0,3.5,0.4,1.4,5.1,1.9,20,20,25,0.59,27.0,0.03,0.21,0.5,0.0,0.0,13.0,140,250,14.0,87.4,2.2,
257,4089,spinach swiss chard leaves boiled drained without salt,vegetables,26.0,3.3,0.2,0.8,3.8,2.0,18,18,7,0.46,10.0,0.02,0.07,0.4,0.0,0.0,34.0,120,210,12.0,89.8,2.1,
258,4090,spinach swiss chard leaves stewed without salt,vegetables,30.0,3.9,0.3,0.9,4.5,2.1,20,21,10,0.51,18.0,0.03,0.12,0.5,0.0,0.0,40.0,140,250,15.0,88.0,2.5,
259,4091,squash butternut peeled flesh boiled drained without salt,vegetables,48.0,1.6,0.1,8.8,2.8,0.2,18,16,7,0.17,6.0,0.05,0.04,0.7,0.0,0.0,9.0,31,97,11.0,85.7,0.9,
260,4092,squash butternut peeled flesh steamed without salt,vegetables,48.0,1.6,0.1,8.8,2.8,0.2,18,16,9,0.21,7.0,0.06,0.06,0.9,0.0,0.0,9.0,31,97,11.0,85.7,0.9,
261,4093,squash butternut peeled flesh baked without salt,vegetables,51.0,1.7,0.1,9.2,2.9,0.2,19,16,10,0.26,8.0,0.07,0.06,1.0,0.0,0.0,9.0,31,97,11.0,85.1,1.0,
262,4094,stinging nettle leaves boiled drained without salt,vegetables,56.0,5.1,0.7,6.4,2.0,2.1,18,0,21,0.54,20.0,0.02,0.19,0.7,0.0,0.0,21.0,100,210,5.0,81.1,4.7,
263,4095,stinging nettle leaves steamed without salt,vegetables,51.0,4.7,0.6,5.8,1.8,2.0,18,0,23,0.6,20.0,0.03,0.24,0.7,0.0,0.0,20.0,95,200,5.0,82.8,4.3,
264,4096,tomato green boiled drained without salt,vegetables,29.0,1.4,0.3,4.2,2.1,0.6,15,3,6,0.19,14.0,0.07,0.04,0.4,0.0,0.0,10.0,30,200,10.0,91.3,0.8,
265,4097,tomato red ripe boiled drained without salt,vegetables,28.0,1.3,0.3,4.2,1.8,0.4,15,3,5,0.17,21.0,0.04,0.04,0.5,0.0,0.0,10.0,20,210,5.0,91.8,0.7,
266,4098,tomato canned whole contents,vegetables,20.0,1.0,0.1,3.1,1.3,0.6,22,2,14,0.16,0.0,0.05,0.05,0.7,0.0,0.0,11.0,20,204,68.0,94.0,0.5,
267,4099,vine african spinach picked leaves boiled drained without salt,vegetables,30.0,3.6,0.7,0.2,3.9,8.6,267,16,44,0.36,0.0,0.2,0.2,0.8,0.0,0.0,55.0,32,346,50.0,89.9,1.7,
268,5001,apple green skin unpeeled raw,fruits,55.0,0.3,0.1,12.2,2.4,0.4,6,1,3,0.07,4.0,0.02,0.02,0.1,0.0,0.0,4.0,9,92,1.0,85.0,0.2,
269,5002,apple red unpeeled raw,fruits,57.0,0.3,0.1,12.4,2.3,0.3,6,1,3,0.04,3.0,0.02,0.01,0.1,0.0,0.0,4.0,9,100,1.0,84.6,0.25,
270,5003,avocado ripe raw,fruits,160.0,1.9,19.6,6.0,4.1,0.6,19,8,40,0.39,14.0,0.09,0.12,1.4,0.0,0.0,25.0,41,280,4.0,74.0,1.9,
271,5004,banana cavendish raw,fruits,95.0,1.08,0.3,20.6,2.75,0.3,10,2,19,0.36,8.7,0.04,0.05,0.5,0.0,0.0,26.0,37,187,0.0,74.4,0.9,
272,5005,baobab fruit powdery part dry raw,fruits,315.0,2.3,0.4,72.2,6.8,5.0,283,13,20,0.88,24.0,0.37,0.02,2.0,0.0,0.0,56.0,85,1613,5.0,13.1,5.2,
273,5006,custard apple peeled raw,fruits,92.0,1.7,0.7,17.0,5.1,0.4,28,0,7,0.0,30.0,0.09,0.11,0.8,0.0,0.0,38.0,22,278,3.0,75.2,0.8,
274,5007,date dried,fruits,305.0,2.4,0.2,68.7,9.7,2.5,82,2,25,0.6,22.0,0.06,0.07,0.7,0.0,0.0,72.0,72,301,4.0,17.2,1.9,
275,5008,date raw,fruits,152.0,1.6,0.1,35.3,1.8,0.3,34,2,22,0.2,14.0,0.06,0.07,0.7,0.0,0.0,24.0,28,410,7.0,60.2,1.0,
276,5009,doumpalm fruit raw,fruits,280.0,2.8,0.7,58.3,14.8,1.0,73,0,0,0.4,3.4,0.05,0.1,0.0,0.0,0.0,34.0,58,620,4.0,17.6,5.9,
277,5010,grapes green raw,fruits,72.0,0.6,0.1,16.0,2.0,0.3,14,2,2,0.1,4.0,0.03,0.03,0.2,0.0,0.0,7.1,24,171,3.0,80.7,0.6,
278,5011,guava pink fleshed raw,fruits,88.0,1.1,1.1,10.9,15.5,0.2,20,22,61,0.26,222.0,0.06,0.05,1.6,0.0,0.0,18.0,31,340,1.0,80.7,0.8,
279,5012,jackfruit fruit yellow fleshed peeled raw,fruits,95.0,1.4,0.2,20.5,2.8,0.3,35,7,19,0.76,7.0,0.07,0.13,1.9,0.0,0.0,32.0,23,279,2.0,73.2,1.9,
280,5013,lemon juice home squeezed,fruits,18.0,0.6,0.2,9.5,2.5,0.3,20,1,11,0.03,44.0,0.02,0.01,0.2,0.0,0.0,12.0,10,120,2.0,87.0,0.25,
281,5014,lemon peel raw,fruits,53.0,1.5,0.3,5.4,10.6,0.8,134,3,13,0.25,129.0,0.06,0.08,0.4,0.0,0.0,15.0,12,160,6.0,81.6,0.6,
282,5015,lemon pulp raw,fruits,37.0,0.8,0.2,6.7,2.5,0.3,33,1,11,0.1,44.0,0.03,0.02,0.2,0.0,0.0,15.0,16,120,2.0,89.5,0.3,
283,5016,lime juice,fruits,25.0,0.7,0.2,4.3,4.1,0.3,26,2,6,0.08,41.0,0.03,0.02,0.2,0.0,0.0,11.0,20,150,3.0,90.3,0.4,
284,5017,lime pulp raw,fruits,42.0,0.7,0.2,7.4,4.1,0.0,22,3,8,0.1,55.0,0.02,0.03,0.2,0.0,0.0,11.0,20,150,3.0,87.1,0.6,
285,5018,loquat peeled raw,fruits,45.0,0.6,0.2,9.5,4.5,0.5,13,45,14,0.22,4.1,0.02,0.04,0.3,0.0,0.0,13.0,20,180,2.0,84.6,0.7,
286,5019,mango ripe raw,fruits,64.0,0.6,0.3,14.0,1.6,0.2,14,92,54,0.14,35.0,0.03,0.04,0.5,0.0,0.0,9.0,17,186,1.0,83.0,0.5,
287,5020,mango unripe raw,fruits,45.0,0.8,0.1,8.9,3.0,0.4,27,7,26,0.09,88.0,0.02,0.03,0.2,0.0,0.0,18.0,15,147,26.0,86.7,0.6,
288,5021,mulberry raw,fruits,35.0,1.6,0.2,5.6,2.2,1.2,55,1,33,0.2,11.0,0.03,0.07,0.7,0.0,0.0,19.0,40,310,6.0,89.5,0.9,
289,5022,orange juice,fruits,47.0,0.4,0.1,3.6,1.1,0.1,21,3,4,0.08,64.0,0.06,0.02,0.1,0.0,0.0,11.0,20,146,2.0,94.6,0.4,
290,5023,orange pulp raw,fruits,41.0,0.9,0.2,7.5,3.1,0.2,23,5,52,0.05,45.0,0.04,0.03,0.2,0.0,0.0,10.0,13,165,5.0,87.6,0.7,
291,5024,papaya yellow skin peeled raw,fruits,36.0,0.6,0.3,6.8,2.1,0.6,21,85,37,0.2,51.0,0.04,0.03,0.3,0.0,0.0,28.0,17,140,4.0,89.8,0.5,
292,5025,passion fruit dark purple skin raw,fruits,75.0,2.4,0.9,8.7,11.7,0.6,10,64,77,0.8,29.0,0.03,0.14,2.5,0.0,0.0,28.0,68,200,19.0,75.7,0.8,
293,5026,passion fruit juice,fruits,42.0,0.8,0.1,22.9,0.2,0.2,13,45,23,0.3,23.0,0.07,0.01,1.5,0.0,0.0,20.0,25,210,0.0,75.5,0.5,
294,5027,peach yellow fleshed unpeeled raw,fruits,48.0,1.0,0.1,9.9,1.9,0.3,5,13,4,0.11,8.0,0.01,0.03,0.8,0.0,0.0,8.0,20,320,1.0,86.7,0.4,
295,5028,pear unpeeled raw,fruits,48.0,0.4,0.2,9.1,4.0,0.3,8,1,1,0.08,4.0,0.03,0.03,0.1,0.0,0.0,7.0,11,96,1.0,86.0,0.3,
296,5029,pineapple canned in syrup whole contents,fruits,50.0,0.3,0.6,21.2,0.7,0.4,4,1,5,0.2,9.0,0.05,0.0,0.5,0.0,0.0,11.0,3,80,6.0,77.0,0.2,
297,5030,pineapple raw,fruits,41.0,0.48,0.2,8.1,2.3,0.4,16,3,23,0.37,36.4,0.05,0.03,0.1,0.0,0.0,13.0,8,143,1.0,88.6,0.3,
298,5031,plum purple skin raw,fruits,47.0,0.7,0.1,9.9,2.0,0.4,10,6,4,0.1,4.0,0.04,0.06,0.5,0.0,0.0,12.0,15,80,1.0,86.9,0.4,
299,5032,pomegranate raw,fruits,78.0,1.6,0.2,13.3,6.4,0.8,12,4,38,0.4,15.0,0.06,0.06,0.4,0.0,0.0,37.0,24,210,3.0,78.1,0.4,
300,5033,raspberry raw,fruits,54.0,1.4,0.2,8.9,5.6,0.8,27,3,34,0.32,30.0,0.04,0.03,0.3,0.0,0.0,25.0,37,156,1.0,83.2,0.7,
301,5034,strawberry raw,fruits,35.0,0.7,0.2,6.3,2.5,0.6,19,0,39,0.18,49.0,0.03,0.03,0.1,0.0,0.0,8.0,27,158,3.0,90.0,0.4,
302,5035,tangerine juice non commercial,fruits,46.0,0.6,0.2,10.3,0.2,0.2,12,13,21,0.03,37.0,0.04,0.03,0.1,0.0,0.0,11.0,20,178,1.0,88.3,0.4,
303,5036,tangerine pulp raw,fruits,52.0,0.8,0.2,10.8,1.5,0.1,26,1,24,0.11,36.0,0.08,0.05,0.3,0.0,0.0,17.0,17,150,2.0,86.2,0.4,
304,5037,tree tomato dark red skin peeled raw,fruits,43.0,2.1,0.3,4.6,6.5,1.0,56,45,63,0.4,12.6,0.13,0.1,1.6,0.0,0.0,19.0,51,330,20.0,85.6,0.9,
305,5038,watermelon fruit green with white stripes raw,fruits,30.0,0.6,0.3,5.0,0.9,0.2,4,2,16,0.21,11.5,0.03,0.04,0.2,0.0,0.0,10.0,20,88,2.0,92.9,0.3,
306,5039,zambarau peeled raw,fruits,59.0,0.52,0.4,13.5,0.0,0.5,44,0,0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17,211,2.0,85.3,0.4,
307,5040,pawpaw ripe raw,Fruits,43.0,0.5,0.1,11.0,1.7,0.1,20,47,37,0.1,62.0,0.03,0.03,0.3,0.04,0.0,21.0,10,182,8.0,88.0,0.5,
308,7001,beef high fat without bones raw,meat_poultry,284.0,18.6,24.1,0.0,0.0,2.2,16,29,1,3.1,0.5,0.18,0.3,3.4,0.0,1.6,12.0,188,134,83.0,58.2,0.9,
309,7002,beef lean raw,meat_poultry,104.0,20.6,2.3,0.4,0.0,2.3,5,6,2,4.2,0.5,0.23,0.2,5.2,0.0,2.4,24.0,279,241,10.0,75.6,1.2,
310,7003,beef liver raw,meat_poultry,120.0,20.0,4.2,0.7,0.0,6.1,61,1953,268,4.1,14.0,0.23,2.3,2.6,0.0,112.0,17.0,369,159,75.0,73.9,1.3,
311,7004,beef medium fat without bones raw,meat_poultry,151.0,19.7,7.2,1.8,0.0,2.4,41,10,22,3.8,0.6,0.21,0.2,4.4,0.0,1.9,24.0,280,231,12.0,70.3,1.0,
312,7005,camel blood raw,meat_poultry,278.0,15.8,0.9,2.7,0.0,20.6,8,7,0,0.65,0.0,0.04,0.05,0.2,0.0,0.0,6.0,33,114,31.0,78.4,2.2,
313,7006,camel meat raw,meat_poultry,197.0,18.6,8.9,10.8,0.0,3.8,43,1,0,1.9,0.0,0.04,0.2,6.0,0.0,1.7,13.0,134,325,49.0,60.5,1.4,
314,7007,cow blood raw,meat_poultry,95.0,13.8,0.9,8.0,0.0,18.8,14,7,0,1.1,0.0,0.08,0.09,0.3,0.0,0.0,5.0,20,199,46.0,76.0,2.4,
315,7008,duck meat and skin fresh raw,meat_poultry,253.0,17.8,21.2,0.0,0.0,1.5,51,3,10,1.5,0.0,0.35,0.45,3.5,0.0,0.6,16.0,167,212,82.0,62.2,1.1,
316,7009,chicken unspecified part without bone meat and skin raw,meat_poultry,207.0,18.7,13.0,3.8,0.0,2.5,13,7,11,0.89,1.2,0.14,0.12,6.4,0.0,0.63,20.0,243,152,68.0,63.6,0.9,
317,7010,egg chicken white albumen raw,meat_poultry,48.0,11.2,0.9,0.9,0.0,0.1,5,0,7,0.0,0.0,0.0,0.4,1.0,0.0,0.7,10.0,10,119,14.0,87.2,0.7,
318,7011,egg chicken whole raw,meat_poultry,134.0,12.7,8.1,2.4,0.0,1.7,54,18,83,1.1,0.0,0.12,0.5,10.0,0.0,1.7,14.0,180,126,15.0,75.9,0.9,
319,7012,egg chicken yolk raw,meat_poultry,331.0,16.1,28.2,3.2,0.0,6.0,130,44,120,2.5,0.0,0.19,0.4,1.2,0.0,4.0,83.0,104,98,45.0,51.0,1.5,
320,7013,goat blood raw,meat_poultry,69.0,3.8,3.9,4.9,0.0,27.2,8,0,0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23,169,21.0,86.4,1.1,
321,7014,goat lean raw,meat_poultry,166.0,19.5,4.3,0.6,0.0,7.2,10,7,22,3.6,0.4,0.17,0.23,4.4,0.0,3.0,29.0,276,243,15.0,74.6,1.0,
322,7015,goat liver raw,meat_poultry,115.0,20.2,3.9,0.0,0.0,6.6,12,1570,178,3.4,14.0,0.2,0.37,12.9,0.0,64.0,30.0,308,225,64.0,74.8,1.3,
323,7016,goat medium fat raw,meat_poultry,166.0,18.6,8.6,3.5,0.0,2.2,10,1,2,3.2,0.8,0.16,0.18,3.7,0.0,2.3,23.0,237,198,12.0,68.2,1.0,
324,7017,guinea fowl meat with skin,meat_poultry,112.0,20.5,3.2,0.1,0.0,2.2,31,2,4,1.4,0.0,0.02,0.18,3.6,0.0,0.27,18.0,187,240,58.0,75.2,0.9,
325,7018,lamb liver raw,meat_poultry,161.0,20.4,7.5,3.1,0.0,8.3,10,3140,975,4.2,20.0,0.3,2.2,5.1,0.0,99.0,41.0,332,674,6.0,67.6,1.5,
326,7019,lamb raw unspecified part,meat_poultry,269.0,17.0,22.7,0.0,0.0,1.7,12,0,18,3.3,0.0,0.12,0.23,6.1,0.0,2.3,15.0,150,230,60.0,60.0,1.0,
327,7020,pork meat raw unspecified part,meat_poultry,286.0,18.9,23.5,0.0,0.0,1.1,25,0,4,1.5,0.0,0.63,0.17,3.8,0.0,0.6,13.0,178,253,58.0,57.2,0.7,
328,7021,rabbit meat raw,meat_poultry,151.0,24.4,4.8,2.5,0.0,1.8,12,1,11,1.6,0.0,0.46,0.06,7.5,0.0,5.3,18.0,290,370,53.0,67.0,1.3,
329,7022,sausage beef raw,meat_poultry,238.0,12.0,16.3,9.7,2.2,2.6,42,12,9,3.4,0.0,0.03,0.12,2.6,0.0,1.4,49.0,227,967,93.0,57.5,2.3,
330,7023,sausage frankfurters,meat_poultry,274.0,10.0,25.0,1.6,1.5,1.5,78,9,3,2.3,0.0,0.04,0.08,0.9,0.0,1.1,11.0,150,751,100.0,60.0,1.9,
331,7024,sausage liver raw,meat_poultry,322.0,13.0,28.5,3.4,0.0,6.4,30,831,30,2.3,60.0,0.2,1.6,4.3,0.0,13.4,12.0,230,170,90.0,52.0,3.1,
332,7025,sausage pork raw,meat_poultry,343.0,11.5,32.0,1.7,1.3,1.1,25,2,2,1.7,0.0,0.04,0.12,2.7,0.0,0.6,15.0,160,160,72.0,51.0,2.5,
333,7026,quail flesh and skin raw,meat_poultry,175.0,19.1,11.5,0.0,0.0,2.6,10,4,8,1.5,0.0,0.17,0.39,7.1,0.0,0.8,24.0,243,358,49.0,69.7,1.0,
334,7027,egg chicken whole boiled without salt,meat_poultry,134.0,12.7,8.1,20.0,0.0,1.6,51,177,66,1.07,0.0,0.09,0.4,10.0,0.0,1.0,13.0,171,120,14.0,75.9,0.9,
335,7028,egg chicken whole poached without salt,meat_poultry,152.0,14.4,9.2,30.0,0.0,1.9,58,201,75,1.21,0.0,0.1,0.46,10.0,0.0,2.0,15.0,194,136,16.0,71.0,1.0,
336,7029,egg chicken yolk boiled without salt,meat_poultry,331.0,16.1,28.2,30.0,0.0,5.7,124,427,96,2.38,0.0,0.15,0.32,9.0,0.0,3.0,83.0,78,98,94.0,51.0,1.5,
337,7030,egg chicken white albumin boiled without salt,meat_poultry,48.0,11.2,0.0,10.0,0.0,0.1,5,0,6,0.0,0.0,0.0,0.33,6.0,0.0,0.0,10.0,10,113,13.0,87.2,0.7,
338,7031,beef high fat without bones boiled without salt,meat_poultry,402.0,31.1,30.8,0.0,0.0,3.7,21,37,3,4.69,0.0,0.23,0.2,2.8,0.0,2.0,20.0,203,112,625.0,39.7,1.4,
339,7032,beef high fat without bones grilled without salt and fat,meat_poultry,356.0,25.9,28.0,0.0,0.0,3.5,20,31,3,4.17,0.0,0.22,0.2,3.8,0.0,2.0,23.0,235,158,984.0,47.4,1.2,
340,7033,beef high fat without bones stewed without salt,meat_poultry,455.0,29.1,37.6,0.0,0.0,3.5,21,34,3,4.69,0.0,0.23,0.2,3.2,0.0,2.0,23.0,235,105,584.0,34.7,1.4,
341,7034,beef lean boiled without salt,meat_poultry,209.0,41.9,4.6,0.0,0.0,7.7,7,10,3,8.62,0.0,0.38,0.2,5.3,0.0,3.0,37.0,370,246,99.0,50.3,2.4,
342,7035,beef lean grilled without salt and fat,meat_poultry,142.0,28.5,3.1,0.0,0.0,6.3,6,7,3,5.87,0.0,0.29,0.2,5.8,0.0,2.0,31.0,349,285,127.0,66.2,1.6,
343,7036,beef lean stewed without salt,meat_poultry,194.0,38.8,4.3,0.0,0.0,7.4,7,9,3,7.97,0.0,0.37,0.2,5.9,0.0,2.0,42.0,421,228,91.0,54.0,2.2,
344,7037,beef liver boiled without salt,meat_poultry,178.0,30.2,6.4,0.0,0.0,4.6,71,236,26,6.25,11.0,0.24,3.5,7.1,0.0,115.0,39.0,145,168,56.0,60.4,2.0,
345,7038,beef medium fat without bones boiled without salt,meat_poultry,197.0,32.8,7.4,0.0,0.0,0.7,52,12,3,6.41,0.0,0.27,0.2,3.7,0.0,2.0,24.0,303,192,91.0,55.2,1.7,
346,7039,beef medium fat without bones grilled without salt and fat,meat_poultry,175.0,27.3,7.3,0.0,0.0,5.3,51,10,4,5.34,0.0,0.26,0.2,4.9,0.0,2.0,28.0,350,272,143.0,61.5,1.4,
347,7040,beef medium fat without bones stewed without salt,meat_poultry,224.0,30.7,11.3,0.0,0.0,6.0,51,11,4,6.01,0.0,0.27,0.2,4.2,0.0,2.0,24.0,350,180,85.0,53.6,1.6,
348,7041,chicken unspecified part without bone meat and skin boiled without salt,meat_poultry,226.0,23.7,14.6,0.0,0.0,2.5,14,5,7,1.13,0.0,0.1,0.14,4.9,0.0,0.7,18.0,215,157,73.0,55.7,1.2,
349,7042,chicken unspecified part without bone meat and skin grilled without salt and fat,meat_poultry,228.0,24.0,14.7,0.0,0.0,2.9,15,7,9,1.14,0.0,0.11,0.13,6.6,0.0,0.0,19.0,249,156,70.0,55.2,1.2,
350,7043,goat lean boiled without salt,meat_poultry,174.0,29.1,6.4,0.0,0.0,9.9,12,8,3,5.46,0.0,0.28,0.2,3.8,0.0,3.0,34.0,317,217,137.0,62.0,1.6,
351,7044,goat lean grilled without salt and fat,meat_poultry,169.0,28.3,6.2,0.0,0.0,9.6,14,9,3,5.03,0.0,0.17,0.2,5.2,0.0,3.0,35.0,332,281,189.0,63.1,1.5,
352,7045,goat liver boiled without salt,meat_poultry,176.0,30.5,6.0,0.0,0.0,5.4,14,190,17,5.27,0.0,0.21,0.49,9.8,0.0,75.0,22.0,326,205,58.0,61.9,2.0,
353,7046,goat medium fat boiled without salt,meat_poultry,196.0,27.8,9.4,0.0,0.0,2.7,12,20,3,4.86,0.0,0.13,0.22,3.3,0.0,2.0,25.0,273,177,106.0,65.0,1.5,
354,7047,goat medium fat grilled without salt and fat,meat_poultry,192.0,26.9,9.3,0.0,0.0,2.6,14,21,3,4.48,0.0,0.16,0.23,4.4,0.0,2.0,26.0,286,229,147.0,57.1,1.5,
355,7048,lamb liver boiled without salt,meat_poultry,193.0,30.8,7.8,0.0,0.0,12.0,12,381,87,6.39,0.0,0.32,3.8,7.4,0.0,89.0,22.0,366,296,61.0,54.5,2.3,
356,7049,lamb unspecified part boiled without salt,meat_poultry,344.0,25.4,26.9,0.0,0.0,2.5,14,0,16,4.97,0.0,0.07,0.18,4.6,0.0,2.0,17.0,179,189,54.0,47.2,1.5,
357,7050,lamb unspecified part grilled without salt and fat,meat_poultry,338.0,24.6,26.6,0.0,0.0,2.7,17,0,18,4.83,0.0,0.1,0.29,7.1,0.0,3.0,27.0,185,283,74.0,48.3,1.4,
358,7051,pork meat unspecified part boiled without salt,meat_poultry,374.0,29.1,28.6,0.0,0.0,1.8,30,0,4,2.45,0.0,0.29,0.18,2.9,0.0,1.0,16.0,164,195,40.0,41.8,1.1,
359,7052,pork meat unspecified part grilled without salt and fat,meat_poultry,356.0,27.0,27.6,0.0,0.0,2.3,26,0,5,2.27,0.0,0.63,0.21,4.3,0.0,1.0,18.0,228,307,75.0,44.9,1.0,
360,7053,rabbit meat stewed without salt,meat_poultry,207.0,35.8,7.1,0.0,0.0,1.5,15,12,5,2.35,0.0,0.27,0.05,5.5,0.0,5.0,17.0,341,299,47.0,51.4,2.0,
361,7054,rabbit meat roasted without salt and fat,meat_poultry,160.0,27.7,5.5,0.0,0.0,1.1,13,9,4,1.82,0.0,0.31,0.05,6.0,0.0,4.0,17.0,280,336,51.0,62.4,1.5,
362,7055,sausage beef grilled without salt and fat,meat_poultry,223.0,16.1,17.0,3.0,0.0,1.6,57,15,10,4.55,0.0,0.03,0.13,2.9,0.0,1.0,63.0,562,331,681.0,48.1,2.3,
363,7056,sausage frankfurters boiled without salt,meat_poultry,272.0,10.3,25.3,2.0,0.0,1.5,68,8,2,2.37,0.0,0.03,0.07,0.7,0.0,1.0,11.0,155,668,76.0,59.2,2.0,
364,7057,sausage liver grilled without salt and fat,meat_poultry,369.0,17.3,33.3,0.0,0.0,8.5,40,99,34,3.07,0.0,0.2,2.0,4.9,0.0,18.0,29.0,193,1080,77.0,40.7,4.1,
365,7058,sausage pork boiled without salt,meat_poultry,355.0,12.5,33.6,0.0,0.0,1.1,23,2,5,1.85,0.0,0.03,0.12,2.2,0.0,1.0,16.0,174,148,66.0,48.0,2.7,
366,7059,sausage pork grilled without salt and fat,meat_poultry,419.0,16.0,39.0,0.0,0.0,1.5,34,3,5,2.36,0.0,0.04,0.16,3.2,0.0,1.0,21.0,211,189,90.0,37.4,2.5,
367,8001,cod fillet raw,fish_seafood,73.0,17.0,0.6,0.0,0.0,0.2,15,2,1,0.37,0.5,0.06,0.07,1.8,0.0,1.5,26.0,209,367,79.0,81.6,1.2,
368,8002,dagaa fish omena dried raw,fish_seafood,333.0,59.5,10.6,0.0,0.0,6.9,279,14,46,16.0,0.0,0.34,0.52,18.2,0.0,0.0,98.0,273,800,300.0,11.2,10.0,
369,8003,eel raw,fish_seafood,176.0,17.7,11.7,0.0,0.0,0.6,20,104,15,1.6,0.0,0.2,0.35,3.5,0.0,1.8,21.0,216,272,70.0,69.6,1.4,
