food_id,kfct_code,food_name,category,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,iron_mg,calcium_mg,vitamin_a_rae_ug,folate_ug,zinc_mg,vitamin_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_b6_mg,vitamin_b12_ug,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,water_g,ash_g,ash_g.1
502,13031,tomato sauce ketchup,spices,115.0,1.6,0.2,26.1,1.5,0.7,13,2,16,0.18,0.0,0.0,0.1,1.3,0.0,0.0,16.0,28,316,918.0,67.5,3.4,
503,13032,tomato paste with added salt,spices,78.0,3.2,0.3,13.6,4.1,1.7,30,11,17,0.5,15.0,0.13,0.13,2.8,0.0,0.0,43.0,71,1163,300.0,76.2,3.0,
504,13033,tomato soup condensed canned,spices,54.0,1.3,0.3,10.8,1.9,0.4,10,1,33,0.3,4.0,0.3,0.3,1.3,0.0,0.0,12.0,21,290,540.0,84.0,2.3,
505,13034,turmeric dried ground,spices,300.0,6.3,3.1,51.7,20.0,39.0,500,80,85,3.6,30.0,0.26,0.23,3.4,0.0,0.0,225.0,284,1250,25.0,13.7,5.2,
506,13035,yeast dry powder,spices,347.0,35.7,4.9,30.5,19.3,3.4,120,0,400,8.0,0.0,2.8,2.8,40.0,0.0,0.0,230.0,1690,2000,50.0,7.9,6.6,
507,15001,uji wa mahindi maize porridge,mixed_dishes,52.0,1.5,1.1,8.5,1.1,0.3,25,7,7,0.33,0.0,0.02,0.05,0.2,0.0,0.0,12.0,64,50,10.0,87.5,0.3,
508,15002,sorghum finger millet and maize porridge,mixed_dishes,44.0,1.3,0.9,6.3,1.3,0.5,33,7,5,0.27,0.0,0.02,0.05,0.3,0.0,0.0,14.0,47,57,10.0,89.8,0.4,
509,15003,kaimati fried dumplings,mixed_dishes,429.0,4.6,21.8,52.8,1.6,2.1,17,30,20,0.4,0.0,0.33,0.25,2.0,0.0,0.0,16.0,93,81,40.0,18.8,0.4,
510,15004,mahamri swahili doughnuts,mixed_dishes,413.0,6.0,22.1,46.6,2.1,2.8,20,41,60,0.5,0.1,0.43,0.3,2.7,0.0,0.0,13.0,113,101,40.0,22.8,0.4,
511,15005,whole maize flour ugali,mixed_dishes,141.0,3.3,1.8,26.0,3.8,1.1,12,0,20,0.77,0.0,0.08,0.04,0.8,0.0,0.0,31.0,150,93,7.0,64.5,0.5,
512,15006,maize and finger millet flour ugali,mixed_dishes,133.0,3.1,1.3,24.0,6.6,2.9,79,0,24,0.73,0.0,0.07,0.02,1.2,0.0,0.0,48.0,112,158,6.0,64.0,1.0,
513,15007,maize red sorghum and finger millet ugali,mixed_dishes,129.0,3.1,1.4,23.3,5.3,1.9,39,0,20,0.72,0.0,0.07,0.03,1.0,0.0,0.0,44.0,118,131,6.0,66.2,0.8,
514,15008,cassava and red sorghum ugali,mixed_dishes,116.0,2.1,0.8,23.4,3.4,0.9,24,0,14,0.5,0.5,0.05,0.04,0.7,0.0,0.0,38.0,74,163,9.0,69.6,0.7,
515,15009,refined maize flour ugali,mixed_dishes,148.0,3.4,1.9,27.3,4.0,1.1,12,0,21,0.81,0.0,0.09,0.04,0.8,0.0,0.0,33.0,158,97,8.0,62.8,0.6,
516,15010,sorghum maize flour and finger millet ugali,mixed_dishes,150.0,1.9,0.7,32.1,3.6,1.3,26,0,11,0.44,0.0,0.04,0.02,0.7,0.0,0.0,33.0,61,92,5.0,61.0,0.7,
517,15011,cassava flour ugali,mixed_dishes,186.0,1.1,0.3,43.7,2.2,0.8,79,1,18,0.41,1.8,0.03,0.05,0.6,0.0,0.0,26.0,57,326,20.0,51.6,1.3,
518,15012,cassava millet and sorghum porridge,mixed_dishes,46.0,0.5,0.1,10.2,1.0,0.4,18,0,4,0.12,0.1,0.01,0.01,0.4,0.0,0.0,10.0,15,47,6.0,87.9,0.3,
519,15013,cassava porridge uji wa muhogo,mixed_dishes,12.0,0.1,0.0,6.8,0.3,0.1,12,0,2,0.05,0.2,0.0,0.01,0.1,0.0,0.0,4.0,7,39,5.0,92.6,0.2,
520,15014,finger millet porridge uji wa wimbi,mixed_dishes,40.0,0.7,0.2,7.8,2.1,1.1,35,0,6,0.16,0.0,0.01,0.0,0.4,0.0,0.0,16.0,17,52,4.0,88.8,0.4,
521,15015,bulrush millet porridge uji wa mawele,mixed_dishes,83.0,1.0,1.0,15.7,1.6,7.0,96,0,21,0.77,0.4,0.04,0.03,0.3,0.0,0.0,49.0,55,495,7.0,79.2,0.6,
522,15016,rice flour porridge uji wa mchele,mixed_dishes,56.0,0.6,1.3,10.2,0.2,0.1,4,0,1,0.11,0.1,0.01,0.0,0.2,0.0,0.0,5.0,17,26,5.0,87.5,0.1,
523,15017,omena stew silver sardine stew,mixed_dishes,180.0,8.8,13.3,6.0,0.7,1.0,378,5,12,2.2,16.4,0.04,0.18,1.6,0.0,5.6,20.0,333,188,449.0,68.5,2.7,
524,15018,busara whole maize and finger millet porridge,mixed_dishes,40.0,0.3,0.7,7.3,2.5,1.9,60,0,8,0.22,0.0,0.02,0.01,0.5,0.0,0.0,32.0,32,414,0.0,88.6,0.4,
525,15019,white chapati,mixed_dishes,424.0,7.8,21.1,49.6,2.5,2.9,25,5,20,0.6,0.4,0.56,0.36,3.6,0.0,0.0,22.0,126,901,100.0,18.4,0.7,
526,15020,brown chapati,mixed_dishes,413.0,7.3,22.9,40.9,7.2,2.4,23,1,0,1.5,0.0,0.29,0.08,2.0,0.0,0.0,76.0,182,213,120.0,20.5,1.2,
527,15022,fried egg mayai ya kukaangwa,mixed_dishes,223.0,13.1,17.9,2.5,0.0,1.8,56,192,60,1.16,1.6,0.11,0.5,0.0,0.0,0.0,14.0,186,132,71.0,64.2,2.4,
528,15023,omelette,mixed_dishes,121.0,6.6,7.8,5.3,1.5,1.5,36,95,38,0.75,13.4,0.08,0.25,0.4,0.0,0.0,17.0,105,169,18.0,77.6,1.2,
529,15024,spanish omelette,mixed_dishes,161.0,7.5,12.9,3.2,0.8,1.3,35,110,40,0.75,20.3,0.08,0.28,0.2,0.0,0.0,13.0,112,135,40.0,74.0,1.6,
530,15025,meat samosa sambusa ya nyama,mixed_dishes,443.0,18.8,22.2,40.5,3.1,11.5,51,6,22,2.99,7.4,0.47,0.42,5.1,0.0,1.1,37.0,288,302,175.0,13.9,1.6,
531,15026,vegetable samosa sambusa ya mboga,mixed_dishes,325.0,8.5,13.1,40.2,6.2,3.8,55,138,52,1.76,23.7,0.46,0.31,3.2,0.0,0.0,35.0,144,333,243.0,30.2,1.7,
532,15027,pancakes chapati za maji,mixed_dishes,270.0,8.3,8.5,39.2,1.7,2.9,77,7,24,0.83,0.0,0.4,0.4,2.5,0.0,0.0,22.0,163,138,37.0,41.5,0.8,
533,15028,tosti mayai egg toast,mixed_dishes,280.0,12.5,10.7,32.4,1.9,2.1,56,106,47,1.2,0.0,0.14,0.29,2.2,0.0,0.0,25.0,167,152,58.0,40.3,2.1,
534,15029,drop scones,mixed_dishes,223.0,7.1,29.8,37.4,1.4,2.4,61,8,16,0.69,0.0,0.33,0.33,2.0,0.0,0.0,13.0,135,112,116.0,23.5,0.9,
535,15030,terere stir fried amaranth leaves,mixed_dishes,38.0,5.3,0.6,2.9,5.5,4.9,192,209,37,0.75,49.3,0.03,0.16,0.6,0.0,0.0,87.0,244,216,10.0,80.6,2.7,
536,15031,sukumawiki stir fried kales,mixed_dishes,48.0,2.5,3.2,2.1,3.8,2.3,291,122,35,0.42,82.1,0.08,0.1,0.8,0.0,0.0,33.0,56,198,12.0,87.0,1.5,
537,15032,stir fried cabbage,mixed_dishes,100.0,1.2,8.6,3.1,2.4,0.6,48,0,11,0.24,38.6,0.04,0.04,0.4,0.0,0.0,11.0,43,305,10.0,82.7,1.9,
538,15033,mrenda and seveve jute mallow and pumpkin leaves,mixed_dishes,59.0,3.4,2.3,5.4,2.0,1.8,141,72,21,0.62,19.1,0.03,0.22,0.3,0.0,0.0,26.0,105,197,18.0,85.3,1.6,
539,15034,pumpkin leaves,mixed_dishes,99.0,3.2,6.7,5.5,1.5,2.0,166,61,17,0.67,10.7,0.03,0.16,0.6,0.0,0.0,51.0,101,236,33.0,80.8,2.3,
540,15035,saget terere and managu spider plant amaranth and african nightshade leaves,mixed_dishes,60.0,4.3,1.9,4.5,3.8,3.3,184,132,80,0.7,16.1,0.02,0.22,0.4,0.0,0.0,39.0,104,244,17.0,83.0,2.5,
541,15036,pilau spiced rice,mixed_dishes,213.0,6.9,9.4,24.8,1.1,1.3,19,5,12,1.24,5.9,0.04,0.1,1.5,0.0,0.0,20.0,138,285,349.0,56.3,1.5,
542,15037,mseto wa ndengu rice with green grams,mixed_dishes,103.0,3.7,1.3,18.4,1.5,0.8,19,1,3,0.48,0.3,0.04,0.04,0.3,0.0,0.0,23.0,53,101,59.0,74.5,0.6,
543,15038,mseto wa maharagwe add rice with beans,mixed_dishes,193.0,5.7,7.9,23.5,3.8,1.3,27,3,29,0.76,2.3,0.06,0.06,0.6,0.0,0.0,24.0,129,172,356.0,58.2,1.7,
544,15039,nderema vine spinach,mixed_dishes,72.0,3.2,5.2,1.4,3.5,9.5,233,166,44,0.41,56.7,0.05,0.17,0.4,0.0,0.0,55.0,38,891,70.0,84.7,1.9,
545,15040,fiqe red sorghum beans and teff flour,mixed_dishes,192.0,7.2,5.8,24.2,7.4,3.5,170,8,62,1.4,24.0,0.15,0.12,1.4,0.0,0.0,77.0,214,315,495.0,52.5,2.9,
546,15041,qanchibelo beef maize and wheat flour,mixed_dishes,133.0,9.6,3.1,15.7,1.7,5.9,62,4,13,1.97,19.3,0.14,0.18,2.4,0.0,0.0,24.0,156,169,225.0,68.6,1.3,
547,15042,qita maize and wheat flour pancake,mixed_dishes,244.0,5.1,5.6,41.2,2.8,2.8,24,6,28,1.8,0.2,0.35,0.23,2.4,0.0,0.0,131.0,105,158,15.0,44.3,0.9,
548,15043,gurdo marqa ugali in sour milk,mixed_dishes,246.0,6.6,9.6,29.7,5.1,2.2,103,6,31,1.36,0.4,0.1,0.2,1.3,0.0,0.0,78.0,246,264,268.0,46.9,2.0,
549,15044,mchuzi wa ndengu green gram stew,mixed_dishes,109.0,6.3,4.2,9.3,4.0,1.6,33,4,7,0.57,2.1,0.08,0.04,0.4,0.0,0.0,43.0,61,118,24.0,74.4,1.7,
550,15045,mchuzi wa maharagwe bean stew,mixed_dishes,63.0,3.5,1.4,7.2,3.7,1.0,20,4,3,0.44,1.5,0.04,0.03,0.3,0.0,0.0,17.0,92,125,16.0,83.1,1.1,
551,15046,mchuzi wa ndengu kamande lentil stew,mixed_dishes,108.0,7.1,3.0,11.1,4.5,2.0,26,3,6,0.93,4.3,0.08,0.05,0.6,0.0,0.0,28.0,81,183,27.0,72.8,1.6,
552,15047,nyirinyiri camel meat,mixed_dishes,218.0,34.6,33.6,0.0,3.3,6.9,76,1,0,3.62,2.3,0.04,0.31,8.3,0.0,2.3,12.0,213,407,346.0,18.5,3.3,
553,15048,mbuboyi blood cooked in fresh milk,mixed_dishes,97.0,11.5,28.3,0.0,2.0,13.9,57,0,0,1.08,0.0,0.05,0.17,0.2,0.0,0.0,21.0,86,219,93.0,76.2,2.0,
554,15049,ashir,mixed_dishes,125.0,2.7,0.9,25.8,1.2,0.2,18,5,3,0.21,0.0,0.02,0.03,0.1,0.0,0.0,9.0,29,128,0.0,68.2,1.2,
555,15051,ugali cassava fingermillet and sorghum flour ugali,mixed_dishes,145.0,20.6,0.7,30.7,4.3,1.7,69,0,18,0.53,0.8,0.05,0.04,0.9,0.0,0.0,40.0,70,236,11.0,65.1,1.1,
556,15052,yam stew,mixed_dishes,94.0,1.5,2.4,15.3,2.5,0.7,13,3,15,0.21,5.2,0.06,0.02,0.4,0.0,0.0,14.0,46,279,34.0,76.7,1.6,
557,15053,githeri stewed maize and beans,mixed_dishes,157.0,6.7,4.2,19.7,7.2,2.2,39,0,52,1.01,0.5,0.1,0.06,0.8,0.0,0.0,41.0,214,281,233.0,60.4,1.8,
558,15054,mukimo maize beans potatoes and pumpkin leaves,mixed_dishes,118.0,0.7,0.5,20.5,4.8,2.0,38,4,48,0.74,2.7,0.08,0.05,0.9,0.0,0.0,36.0,159,436,266.0,67.1,1.9,
559,15055,githeri sauteed fresh maize and beans,mixed_dishes,185.0,6.9,7.2,17.8,10.5,2.2,41,2,57,1.32,0.8,0.12,0.08,1.0,0.0,0.0,43.0,222,308,335.0,55.3,2.2,
560,15056,matoke stewed green bananas and meat,mixed_dishes,118.0,6.4,4.1,13.3,1.8,3.9,16,1,22,1.12,9.8,0.05,0.08,1.4,0.0,0.34,22.0,105,380,381.0,72.9,1.9,
561,15057,mukimo fresh maize potatoes and pumpkin leaves,mixed_dishes,109.0,1.0,1.0,18.5,6.8,1.6,44,14,36,0.93,3.7,0.09,0.06,1.2,0.0,0.0,35.0,116,404,336.0,68.8,1.9,
562,15058,stewed potatoes and arrowroots,mixed_dishes,90.0,1.9,2.1,15.0,1.8,0.9,8,3,12,0.44,7.1,0.08,0.05,1.0,0.0,0.0,17.0,38,401,173.0,78.0,1.2,
563,15059,mukimo wa njahi black beans green bananas and potatoes,mixed_dishes,164.0,9.5,0.6,26.5,7.2,3.2,31,0,19,1.06,4.2,0.2,0.08,1.2,0.0,0.0,65.0,152,606,273.0,53.7,2.4,
564,15060,githeri fresh beans and maize,mixed_dishes,180.0,7.8,7.6,15.1,10.4,1.7,17,6,54,1.21,9.2,0.13,0.09,1.4,0.0,0.0,24.0,119,319,433.0,57.0,2.2,
565,15061,mashed potato and bananas,mixed_dishes,179.0,2.3,8.5,22.1,2.6,1.4,12,4,35,0.36,12.6,0.06,0.04,0.9,0.0,0.0,23.0,70,551,544.0,62.1,2.4,
566,15062,mukimo wa njahi raw and ripe bananas,mixed_dishes,151.0,6.4,0.6,26.6,6.5,2.2,24,1,14,0.79,9.8,0.15,0.07,0.8,0.0,0.0,54.0,103,437,229.0,57.7,2.2,
567,15063,groundnut sauce,mixed_dishes,298.0,10.6,23.4,9.6,3.5,2.3,132,2,27,1.2,0.17,0.28,0.21,5.2,0.0,0.0,120.0,93,649,21.0,50.2,2.7,
568,15064,vimumunya vya chumvi pumpkin and coconut milk,mixed_dishes,72.0,1.3,4.9,4.6,1.9,0.3,16,8,22,0.25,5.5,0.05,0.05,0.6,0.0,0.0,13.0,39,183,25.0,85.8,1.5,
569,15065,vinolo banana and maize flour ugali,mixed_dishes,124.0,2.2,0.9,25.5,2.5,1.2,9,1,96,1.16,6.2,0.12,0.08,0.9,0.0,0.0,22.0,68,147,91.0,68.4,0.6,
570,15066,biryani rice,mixed_dishes,152.0,2.7,3.2,27.9,0.3,0.3,9,0,3,0.47,0.0,0.02,0.04,0.4,0.0,0.0,5.0,22,222,180.0,65.3,0.6,
571,15066,biryani stew swahili spiced beef stew,mixed_dishes,198.0,8.1,14.3,8.3,1.9,5.2,28,2,14,1.58,14.5,0.04,0.13,1.8,0.0,0.47,13.0,139,332,480.0,65.3,2.1,
572,15067,vimumunya vya sukari sweetened pumpkin and coconut milk,mixed_dishes,93.0,1.1,3.0,14.5,1.8,0.3,14,8,19,0.21,5.0,0.05,0.04,0.5,0.0,0.0,13.0,31,155,15.0,79.0,0.6,
573,15068,wukunu sweet potatoes and dehulled black beans,mixed_dishes,94.0,4.1,0.6,15.8,4.6,1.5,21,1,9,0.41,12.6,0.1,0.04,0.7,0.0,0.0,33.0,82,288,229.0,73.0,1.9,
574,15069,mushenye green maize and sweet potatoes,mixed_dishes,153.0,7.1,4.1,17.6,8.6,2.3,44,1,50,1.07,5.9,0.15,0.07,1.6,0.0,0.0,51.0,196,340,242.0,60.4,2.1,
575,15070,ingokho stewed chicken,mixed_dishes,211.0,18.3,12.3,6.4,1.1,2.7,21,6,14,1.01,18.4,0.11,0.13,5.1,0.0,0.38,21.0,211,210,482.0,59.7,2.3,
576,15071,malesele cow blood with sour milk,mixed_dishes,375.0,20.0,21.2,15.4,14.9,24.8,85,0,0,1.85,0.0,0.1,0.25,0.7,0.0,0.0,19.0,123,831,107.0,37.5,1.5,
577,15072,tsiswa stewed termites,mixed_dishes,515.0,31.6,38.8,7.3,5.1,29.8,137,9,4,0.4,1.3,0.05,3.15,2.9,0.0,0.0,58.0,441,228,0.0,10.5,6.8,
578,15073,ingokho fried chicken,mixed_dishes,532.0,44.6,35.3,9.1,0.0,5.6,31,13,13,2.13,2.3,0.18,0.25,12.3,0.0,0.97,38.0,492,410,932.0,26.8,4.3,
579,15074,wali wa kuchemshwa boiled rice,mixed_dishes,138.0,2.7,0.2,27.2,0.2,0.3,9,0,3,0.46,0.0,0.02,0.04,0.4,0.0,0.0,5.0,9,221,216.0,67.1,0.7,
580,15075,wali wa yasmin onion fried rice,mixed_dishes,185.0,3.2,5.1,31.2,0.6,0.5,13,0,4,0.53,0.9,0.02,0.05,0.5,0.0,0.0,12.0,61,462,75.0,58.9,1.0,
581,15076,stir fried spinach,mixed_dishes,84.0,2.8,5.4,2.0,3.3,3.7,99,14,70,0.62,16.9,0.02,0.08,0.5,0.0,0.0,66.0,47,299,87.0,74.4,2.1,
582,15077,thabai thaa stinging nettle leaves,mixed_dishes,49.0,1.2,2.4,1.9,0.6,1.4,132,0,26,0.14,11.0,0.01,0.06,0.2,0.0,0.0,28.0,26,113,312.0,92.3,1.8,
583,15078,rhikhuvi stewed cowpea leaves,mixed_dishes,152.0,3.2,13.3,3.5,3.2,1.3,146,3,31,0.53,12.6,0.19,0.22,0.7,0.0,0.0,23.0,49,202,660.0,74.1,3.2,
584,15079,kunde and mrenda stewed cowpeas and jute mallow leaves,mixed_dishes,57.0,3.7,2.0,4.4,3.3,2.4,158,8,38,0.64,13.1,0.1,0.29,0.4,0.0,0.28,23.0,93,244,761.0,83.5,3.1,
585,15080,obwoba stewed mushrooms in peanut butter,mixed_dishes,117.0,4.9,6.3,8.3,3.8,1.4,38,6,27,0.54,6.7,0.17,0.35,2.2,0.0,0.0,47.0,130,408,822.0,73.3,3.4,
586,15081,chai ya maziwa mixed tea,mixed_dishes,36.0,1.1,1.2,5.4,0.0,0.05,42,1,0,0.21,0.0,0.01,0.01,0.1,0.0,0.1,4.0,50,45,15.0,92.1,0.3,
587,15082,stewed dried fish,mixed_dishes,330.0,25.7,23.2,3.9,1.4,2.1,189,0,19,1.02,10.4,0.05,0.03,3.3,0.0,1.5,39.0,57,403,572.0,42.7,3.0,
588,15083,kimanga cha ndizi smoked green bananas and kidney beans,mixed_dishes,146.0,6.5,0.9,24.1,7.7,2.0,46,2,48,0.89,0.8,0.1,0.09,0.9,0.0,0.0,43.0,188,401,485.0,57.7,3.1,
589,15084,kimanga cha mihogo mashed cassava and pigeon peas,mixed_dishes,194.0,4.8,0.6,39.6,5.8,1.6,94,4,52,0.85,1.5,0.13,0.07,0.8,0.0,0.0,44.0,934,693,30.0,46.8,2.4,
590,15001,uji wa mahindi maize porridge,mixed_dishes,52.0,1.5,1.1,8.5,1.1,0.3,25,7,7,0.33,0.0,0.02,0.05,0.2,0.0,0.0,12.0,64,50,10.0,87.5,0.3,
591,15002,sorghum finger millet and maize porridge,mixed_dishes,44.0,1.3,0.9,6.3,1.3,0.5,33,7,5,0.27,0.0,0.02,0.05,0.3,0.0,0.0,14.0,47,57,10.0,89.8,0.4,
592,15012,cassava millet and sorghum porridge,mixed_dishes,46.0,0.5,0.1,10.2,1.0,0.4,18,0,4,0.12,0.1,0.01,0.01,0.4,0.0,0.0,10.0,15,47,6.0,87.9,0.3,
593,15013,cassava porridge uji wa muhogo,mixed_dishes,12.0,0.1,0.0,6.8,0.3,0.1,12,0,2,0.05,0.2,0.0,0.01,0.1,0.0,0.0,4.0,7,39,5.0,92.6,0.2,
594,15014,finger millet porridge uji wa wimbi,mixed_dishes,40.0,0.7,0.2,7.8,2.1,1.1,35,0,6,0.16,0.0,0.01,0.0,0.4,0.0,0.0,16.0,17,52,4.0,88.8,0.4,
595,15015,bulrush millet porridge uji wa mawele,mixed_dishes,83.0,1.0,1.0,15.7,1.6,7.0,96,0,21,0.77,0.4,0.04,0.03,0.3,0.0,0.0,49.0,55,495,7.0,79.2,0.6,
596,15016,rice flour porridge uji wa mchele,mixed_dishes,56.0,0.6,1.3,10.2,0.2,0.1,4,0,1,0.11,0.1,0.01,0.0,0.2,0.0,0.0,5.0,17,26,5.0,87.5,0.1,
597,15018,busara whole maize and finger millet porridge,mixed_dishes,40.0,0.3,0.7,7.3,2.5,1.9,60,0,8,0.22,0.0,0.02,0.01,0.5,0.0,0.0,32.0,32,414,0.0,88.6,0.4,
598,15119,finger millet and sorghum porridge,mixed_dishes,74.0,2.7,2.2,9.7,2.3,1.1,93,2,9,0.54,0.0,0.02,0.14,0.4,0.0,0.0,24.0,91,130,23.0,82.3,0.8,
599,15123,oat porridge uji wa shayiri,mixed_dishes,86.0,1.9,1.6,15.3,1.4,0.4,39,1,3,0.45,0.0,0.05,0.08,0.1,0.0,0.0,18.0,77,69,14.0,79.3,0.5,
600,15136,wheat flour porridge uji wa ngano,mixed_dishes,111.0,2.5,3.9,16.1,0.9,0.9,14,7,7,0.24,0.0,0.11,0.05,1.4,0.0,0.0,21.0,32,60,3.0,76.3,0.3,
601,12001,beef broth,miscellaneous,6.0,0.9,0.3,0.0,0.0,0.5,40,1,0,0.03,0.0,0.01,0.03,0.4,0.0,0.2,5.0,61,44,266.0,98.1,0.7,
602,12002,coconut fresh water,miscellaneous,23.0,0.8,0.1,4.8,0.0,0.2,24,0,14,0.13,2.5,0.01,0.05,0.1,0.0,0.0,11.0,14,130,5.0,93.9,0.4,
603,12003,coffee instant dry powder or granules,miscellaneous,311.0,16.1,0.5,42.0,20.9,3.9,145,0,0,0.7,2.0,0.0,14.0,29.0,0.0,0.0,32.0,350,3600,83.0,3.1,9.9,
604,10001,bambara groundnuts dried raw,miscellaneous,321.0,18.1,6.3,34.6,28.2,3.3,39,0,0,1.8,0.0,0.04,0.07,2.3,0.0,0.0,166.0,190,1330,20.0,9.5,3.6,
605,10002,coconut fresh mature fruit flesh,miscellaneous,423.0,4.4,39.0,8.5,10.1,2.3,18,0,14,0.73,2.6,0.08,0.08,1.1,0.0,0.0,47.0,146,125,29.0,37.1,1.0,
606,10003,coconut fresh young or immature flesh,miscellaneous,176.0,2.0,10.8,17.3,10.9,1.2,34,0,20,0.42,5.8,0.03,0.6,1.2,0.0,0.0,35.0,56,266,12.0,68.0,0.9,
607,10004,coconut meat dried desiccated,miscellaneous,663.0,6.7,63.7,7.6,16.1,2.7,25,0,9,2.03,2.0,0.08,0.1,0.6,0.0,0.0,88.0,210,536,36.0,4.3,1.6,
608,10005,jack fruit seed mature dry raw,miscellaneous,156.0,4.8,0.6,24.4,16.8,5.9,84,0,148,1.56,4.3,0.15,0.07,0.6,0.0,0.0,126.0,205,463,38.0,51.8,1.5,
609,10006,mustard seeds dry raw,miscellaneous,522.0,18.8,39.7,15.5,13.7,16.0,433,3,75,3.9,0.0,0.65,0.26,3.7,0.0,0.0,162.0,205,873,80.0,8.2,4.2,
610,10007,nut almond with or without skin raw unsalted,miscellaneous,612.0,20.2,52.8,8.6,11.0,4.3,249,1,37,3.4,0.2,0.18,0.93,3.7,0.0,0.0,283.0,469,724,13.0,4.6,2.9,
611,10008,nut cashew dry raw unsalted,miscellaneous,595.0,16.5,48.0,21.5,5.8,4.9,33,1,24,5.3,0.0,0.65,0.25,1.8,0.0,0.0,244.0,457,536,15.0,5.9,2.3,
612,10009,nut ground nut with skin unsalted dry raw,miscellaneous,593.0,20.1,48.4,15.0,8.3,5.5,117,0,110,2.2,0.0,0.85,0.14,15.0,0.0,0.0,225.0,523,630,12.0,5.9,2.3,
613,10010,nut macadamia raw unsalted,miscellaneous,696.0,6.8,70.9,11.2,1.2,2.2,44,0,114,1.3,4.6,0.27,0.12,1.1,0.0,0.0,100.0,276,308,85.0,7.7,1.4,
614,10011,nut pistachio raw unsalted,miscellaneous,591.0,21.0,48.0,13.8,10.1,4.8,116,16,63,2.0,1.4,0.81,0.17,1.2,0.0,0.0,250.0,310,305,0.0,4.2,3.0,
615,10012,peanut butter,miscellaneous,593.0,20.1,48.4,15.0,8.3,5.5,117,0,110,2.2,0.0,0.85,0.14,15.0,0.0,0.0,225.0,523,630,12.0,5.9,2.3,
616,10013,seed pumpkin hulled and dried unsalted,miscellaneous,575.0,24.0,47.6,9.6,5.8,5.5,50,1,56,7.2,1.9,0.33,0.16,1.6,0.0,0.0,591.0,911,796,19.0,8.0,4.7,
617,10014,seed sesame sim sim unsalted dry raw,miscellaneous,602.0,15.3,54.1,6.4,14.3,9.7,143,0,103,1.7,0.0,1.01,0.34,5.1,0.0,0.0,380.0,332,271,1.0,4.9,5.0,
618,10015,seed sunflower unsalted dry raw,miscellaneous,595.0,18.5,49.9,14.7,10.6,5.0,98,1,224,6.0,0.0,0.86,0.21,4.2,0.0,0.0,360.0,670,450,6.0,5.9,2.5,
619,10016,water melon seed kernel dry raw,miscellaneous,590.0,30.0,47.5,7.6,3.7,7.1,69,0,58,3.4,0.0,0.12,0.23,3.1,0.0,0.0,370.0,643,399,3.0,5.3,3.7,
620,12005,tea chai instant dry powder,miscellaneous,299.0,20.2,0.0,50.2,8.5,2.3,118,0,103,1.7,0.0,0.99,10.8,10.3,0.0,0.0,272.0,239,6040,72.0,5.1,16.0,
621,12006,water tap,miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,99.95,0.05,
622,12007,wine red,miscellaneous,74.0,0.2,0.0,1.8,0.0,0.3,8,0,0,0.07,0.0,0.0,0.0,0.3,0.0,0.0,11.0,16,89,8.0,88.4,0.3,
623,12008,wine white dry,miscellaneous,76.0,0.1,0.0,0.7,0.0,0.5,8,0,0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,12.0,5,41,4.0,88.7,0.2,
624,12009,wine white sweet,miscellaneous,94.0,0.2,0.0,5.4,0.0,0.6,10,0,0,0.08,1.5,0.0,0.0,0.0,0.0,0.0,16.0,8,51,11.0,84.0,0.2,
625,14001,grasshopper brown fresh raw,miscellaneous,170.0,12.8,12.8,0.3,1.4,3.5,73,17,0,7.0,3.2,0.0,0.0,1.0,0.0,0.0,35.0,75,66,3.0,71.9,0.7,
626,14002,grasshopper green fresh raw,miscellaneous,210.0,14.5,16.3,0.7,1.3,5.8,95,9,0,1.0,0.6,0.0,0.93,3.6,0.0,0.0,47.0,125,121,25.0,66.3,0.9,
627,14003,termite dry raw,miscellaneous,557.0,35.0,43.6,3.4,5.5,5.2,91,10,0,0.0,0.3,0.08,3.5,3.9,0.0,0.0,56.0,93,881,96.0,7.0,5.4,
628,14004,termite fresh raw,miscellaneous,367.0,30.9,27.0,0.0,2.7,8.3,146,22,0,0.0,0.7,0.0,4.18,2.8,0.0,0.0,157.0,80,200,4.0,36.8,3.8,
